0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1070.7253,391.23724,0.8741958,1067.4072,379.9533,0.91487163,1061.3894,378.95782,0.9539572,1043.1211,386.52075,0.81022835,1029.8474,386.11273,0.98186123,1028.4001,442.21716,0.8997027,1006.4494,436.42554,0.9332558,1108.4294,366.56604,0.8467665,1106.9075,368.078,0.96078026,1122.6602,269.63684,0.909377,1112.2495,263.44745,0.8719524,1006.8321,657.33044,0.8356495,983.47577,656.5548,0.9073273,1002.325,830.703,0.90108246,1002.5705,828.6749,0.8965734,995.54767,983.6769,0.899909,998.3565,997.0321,0.95799136
1068.6051,385.76294,0.8648704,1065.4524,374.70813,0.8524138,1060.2515,375.31964,0.91094184,1036.0656,383.73334,0.74680877,1034.0271,385.30023,1.0107331,1025.3132,441.5678,0.8604661,1006.2698,435.831,0.9327323,1103.6511,364.9272,0.8450372,1104.0691,368.93475,0.98073304,1124.6118,271.11353,0.87532127,1111.3015,267.9027,0.886268,1002.17163,658.13324,0.815395,983.6101,657.4538,0.9128598,1001.76,833.1696,0.9071233,1002.3124,831.231,0.9009932,995.8286,986.71674,0.9007412,999.52124,998.09076,0.9439738
1072.3279,397.654,0.9547922,1070.2452,386.26862,0.93051964,1064.3218,384.57703,0.96736574,1033.1681,395.89386,0.7232324,1033.1228,393.56427,0.95738137,1024.2035,452.34473,0.84156847,1006.74414,443.29956,0.94499576,1119.0017,432.95264,0.73601806,1121.9711,434.9181,0.97814995,1163.3448,346.97076,0.8155031,1157.4089,345.354,0.80255127,999.3844,663.6633,0.82694316,976.4724,661.5945,0.88750637,1005.6194,829.1675,0.89109594,1005.985,826.64233,0.9304775,1000.49146,981.8336,0.91662693,996.298,989.92993,0.9756186
1077.8943,411.9282,0.9854702,1075.3064,398.35928,0.9207387,1069.0676,397.32968,0.9701103,1033.3601,405.10196,0.70350176,1033.9663,404.3668,0.9789078,1021.7673,464.29837,0.8134258,1004.19244,455.42746,0.9648181,1122.6975,500.07175,0.92684567,1124.7053,499.62735,0.9258956,1184.5564,442.3685,0.94068277,1199.8372,447.3837,0.85276926,992.7769,669.15137,0.81120825,968.9782,666.0093,0.8815861,1006.9216,832.80896,0.8733491,1004.2287,830.8446,0.91269755,998.3964,981.45056,0.89561754,994.70966,990.66956,0.9570974
1086.1888,427.79272,0.9822497,1083.6672,413.7074,0.9050809,1078.3203,412.95294,0.9547675,1035.6083,421.1974,0.71294945,1042.6262,421.13824,0.98666525,1013.79895,478.06616,0.8013321,1011.15186,474.69702,0.95289564,1087.5122,565.0461,0.68978715,1088.794,560.99384,0.9319987,1185.1008,573.1894,0.7623464,1200.254,593.8078,0.9127331,968.0198,677.7172,0.69247913,966.3247,677.64716,0.8551385,997.7123,842.1757,0.8775705,1008.78845,840.73846,0.9588847,992.8694,991.2863,0.8961006,992.57336,1003.4444,0.9444629
1100.4183,449.68954,0.96393734,1097.5737,435.98532,0.9318317,1092.1743,435.55234,0.97667,1050.4924,442.68735,0.73371947,1057.2158,443.35678,0.9683919,1004.91125,493.79788,0.8904358,1025.8618,499.8052,0.9753989,948.53564,596.0896,0.72667617,1052.2706,603.375,0.90462935,936.75366,663.57104,0.39513338,1103.759,693.0294,0.83160204,938.3037,685.24927,0.7581521,968.5071,688.80347,0.8572882,988.15796,848.2562,0.8971876,1018.40125,846.85596,0.9868467,990.33984,991.6378,0.89729756,986.9131,1009.1996,0.9513643
1116.019,479.28528,0.97110146,1113.1106,465.6267,0.8827597,1107.0,465.39435,0.9577804,1065.1458,471.5183,0.7263471,1072.2993,473.36523,0.9946718,1027.8589,524.6887,0.81448257,1034.3428,534.0919,0.9280342,1000.6871,649.32874,0.49275008,1012.8162,663.401,0.9068909,998.5195,723.29553,0.20829348,975.43756,771.0947,0.9121947,940.0738,704.3002,0.7275331,960.4715,709.4219,0.81527615,1002.44244,862.85315,0.8265761,1024.0264,863.53394,0.93226475,985.2912,1001.49304,0.8767313,982.4849,1017.3828,0.9242525
1130.783,510.89822,0.97024596,1127.0125,497.63815,0.900417,1121.706,497.7404,0.963371,1084.4199,508.8317,0.67716813,1088.1448,509.6633,0.953357,1062.3855,568.5902,0.8209958,1034.5413,573.83264,0.8888862,943.19763,645.01135,0.5675849,951.01624,666.1848,0.85913146,897.30176,716.5492,0.51551837,879.0587,730.3771,0.91787636,971.84766,734.4973,0.6543719,954.7543,736.4546,0.79159975,1013.85767,878.7439,0.8682748,1033.3909,876.38525,0.96399415,988.01355,1009.82434,0.8953403,980.4415,1023.526,0.9287305
1139.7787,550.6033,0.99106383,1136.031,536.34,0.8841984,1131.1003,536.42303,0.9553858,1091.4537,545.97186,0.66181904,1100.0964,548.7475,0.99792516,1051.0753,597.62616,0.79160845,1041.4476,608.5279,0.93484473,930.58984,620.8415,0.8613674,925.37036,641.08527,0.9127033,833.57117,640.3946,0.79955214,825.39246,655.89105,0.9916145,959.3544,757.2878,0.61787665,951.506,760.59247,0.80827653,1030.3966,879.5285,0.7746736,1043.1862,883.65094,0.95237184,987.7046,1007.33856,0.76905,981.0879,1027.2769,0.90692604
1141.9631,588.2168,0.9805352,1139.1606,574.22455,0.87662375,1134.6046,574.3946,0.95835716,1091.3096,579.30615,0.6437045,1100.4719,583.28357,1.0214765,1040.4993,613.54456,0.7945,1043.4719,631.22644,0.8960104,930.51355,601.57965,0.898872,924.01855,618.8444,0.89370215,836.6387,581.68506,0.8851829,830.7742,591.49976,0.9216752,923.9414,772.9878,0.58625185,945.81934,781.6941,0.7846025,1041.8618,879.29395,0.6877129,1048.0344,886.93384,0.91874325,992.43665,1003.6096,0.62482464,981.68945,1029.4972,0.91080904
