0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1067.4719,479.75702,0.95765483,1073.9337,474.68097,0.9155481,1070.0573,469.6029,0.93755555,1054.0758,451.6714,0.6888741,1053.2422,450.44592,1.0081573,1012.2898,464.74463,0.8056413,1013.6676,471.77502,0.9193348,934.11755,493.305,0.7286064,936.2671,498.73315,0.9395472,875.8021,522.5626,0.9885906,880.782,540.1594,0.8915821,914.6029,547.3378,0.7390996,922.5231,552.2781,0.809039,941.42554,654.0132,0.83651155,970.16785,653.897,0.897527,961.50195,755.0429,0.8451612,969.69336,770.0947,0.9612592
1069.5903,496.98456,0.9662634,1075.7855,491.76678,0.86012864,1073.2366,487.52972,0.97421604,1058.8357,467.2329,0.72280777,1059.9882,467.83917,0.9648169,1020.12805,481.396,0.77007294,1019.5326,484.28174,0.88386536,943.78735,489.8606,0.7420344,945.7444,491.52618,0.9263842,877.3541,508.9074,0.8468685,875.94824,507.94348,0.87251943,908.3324,544.91785,0.7004185,918.06006,549.8283,0.8407537,940.8988,654.79144,0.84094393,971.08716,653.4563,0.8743186,958.7191,752.46674,0.8589362,969.2937,769.94147,0.924243
1072.924,517.4276,0.95583355,1080.0243,512.3324,0.87137514,1077.0436,507.29544,0.93745184,1062.8768,485.63992,0.65584886,1063.5161,486.10336,0.9943441,1024.2299,495.50772,0.7786385,1022.12195,501.0281,0.89625394,946.8556,489.50827,0.74087405,948.83496,487.70853,0.8783185,872.5288,491.69107,0.82669145,871.14185,492.86057,0.91347957,906.3004,547.9834,0.7276025,913.8468,552.4779,0.8682758,946.3065,654.6107,0.8885588,974.3219,653.9586,0.91361606,958.4541,749.04517,0.88293946,969.3579,768.9845,0.9572336
1072.9395,534.6369,0.9511509,1080.0728,529.54126,0.89873385,1077.4907,525.41656,0.9485365,1062.1149,503.2456,0.69441056,1064.0089,505.84686,0.98637605,1024.9127,511.58026,0.81891924,1023.9199,517.1698,0.8476968,945.58276,498.8863,0.6541769,953.7748,490.14758,0.98611915,882.7954,484.42957,0.6406462,883.324,479.7185,0.96564466,902.5161,551.75934,0.71907645,911.0072,557.3719,0.8640517,954.4396,652.9333,0.86217755,977.06604,652.5677,0.95475394,958.9209,749.13275,0.89270896,967.9529,769.23553,0.9520191
1070.924,553.49884,0.9292743,1078.7285,548.7916,0.85759723,1076.632,544.4125,0.9694407,1061.8997,518.86505,0.5825702,1065.5275,524.3129,0.9903164,1018.6091,524.1774,0.7189144,1027.341,533.4792,0.8608176,937.5369,508.56732,0.77324677,959.7836,496.15576,0.94363517,882.83685,479.1936,0.88082224,886.97186,472.09094,0.96088815,899.0986,556.1933,0.678219,910.8293,562.9897,0.8090371,964.2962,653.0996,0.8044947,982.2863,653.0537,0.9486832,958.6751,745.5995,0.8604231,968.5417,767.05664,0.9047091
1069.5437,569.9795,0.9231597,1075.7968,566.0859,0.90433216,1075.1444,562.2517,0.99637234,1062.1107,537.45123,0.61423254,1064.8148,541.70557,0.955891,1018.1837,539.62024,0.66399515,1024.808,547.247,0.86114097,943.4796,518.2081,0.76666963,963.8711,506.6001,0.88681626,892.0228,484.80518,0.9369085,900.77686,471.66473,0.943985,898.9137,565.0763,0.64714396,909.0088,570.1516,0.7889728,971.9867,651.2622,0.7617657,988.3971,650.3063,0.921893,959.021,742.98706,0.8581413,968.2844,765.26086,0.88056767
1069.819,585.4456,0.90925586,1077.7239,581.85645,0.8736123,1075.3875,576.93823,0.92404354,1062.7166,552.7883,0.53718233,1065.5557,556.93085,1.0017952,1013.0781,552.879,0.63828367,1026.1932,561.70734,0.8849782,943.7544,526.69293,0.7824432,966.0502,518.6112,0.8968432,890.9768,494.85315,0.9605393,908.2506,481.52618,0.9407992,894.8181,575.999,0.69548404,908.37573,581.6534,0.8321805,978.31287,650.41003,0.78969026,994.93994,650.86694,0.9125403,958.2722,742.73376,0.91589314,969.1952,764.3718,0.9359933
1068.1409,601.3742,0.89315885,1075.8363,596.6247,0.859388,1075.4255,592.1342,0.91946995,1062.0016,563.1961,0.547534,1067.027,570.15704,0.99545085,1013.7417,564.94037,0.6445929,1027.8517,573.5406,0.86966014,942.85815,540.89703,0.75824404,964.27576,529.13617,0.8936111,889.0426,508.93634,0.8717258,908.5846,495.71832,1.0056654,894.6572,589.54254,0.7006215,907.4905,596.0835,0.80694044,983.1012,652.507,0.7438725,1004.0022,653.32684,0.9064753,957.55176,744.6729,0.87898964,970.28186,764.139,0.9258709
1070.7667,603.93835,0.9754833,1077.7316,599.9602,0.86362076,1075.8837,595.9159,0.97596836,1060.8329,571.3247,0.65353966,1065.7494,578.1704,1.0388072,1016.78217,578.16516,0.67789423,1025.2826,586.2522,0.8852663,940.94366,556.89526,0.67904305,964.92145,546.81775,0.92872787,885.163,530.1865,0.83426493,904.1711,517.51575,1.009948,896.6972,606.6511,0.6535387,908.0018,613.0797,0.7615023,987.5599,655.4193,0.7253533,1010.0037,656.5692,0.9348321,957.9384,744.7483,0.8465129,971.0572,761.5565,0.89183533
1067.2859,611.5685,0.9444081,1073.2955,606.55994,0.8160887,1073.6598,603.4761,0.9486855,1058.8436,579.70404,0.71471614,1064.2473,585.10364,0.9955256,1019.77563,589.7956,0.6394012,1027.4708,595.8583,0.8508471,954.06714,572.5945,0.48311272,964.76636,564.7997,0.88324344,884.91736,556.71857,0.49413556,891.88354,554.1973,0.88451195,897.4407,625.4015,0.6640142,911.4225,631.7817,0.74339944,995.75415,655.5591,0.73662317,1019.33936,660.8071,0.9153273,957.8036,744.68225,0.89631546,972.1992,763.3795,0.8869575
